URL,TITLE,METADESCRIPTION,KEYWORDS,SOCIALTAGS,COURSENAME,PROVIDER,PRICE,DURATION,CERTIFICATE,INSTRUCTOR,DESCRIPTION,LEVEL,ISVALID?http://open.umich.edu/education/,Find U-M Open Educational Resources | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/med/resources/histology-laboratory-drawings,Histology Laboratory Drawings | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/lsa/aaptis-493/2012,AAPTIS/MENAS 493 - Designing Nations: Maps and Statistical Modeling in the Middle East | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;cartography;geography;mapping;maps;Middle East;modeling;nations;statistical,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/engin/che/che466/fall2008,CHE 466 - Process Dynamics and Controls | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;chemical engineering;chemical modeling;chemical process control;process controls;process dynamics,education;opencourseware;ocw;,CHE 466 - Process Dynamics and Controls,University of Michigan; Ann Arbor,Free, Two hour lecture; twice a week,No, Peter Woolf,() This course uses an open textbook University of Michigan Chemical Engineering Process Dynamics and Controls. The articles in the open textbook (wikibook) are all written by teams of 3-4 senior chemical engineering students; and are peer-reviewed by other members of the class., Undergraduate,?
http://open.umich.edu/education/si/si502/winter2009,SI 502 - Networked Computing: Storage; Communication; and Processing | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;computer networking;computer processing;computer storage;information architecture;python,education;opencourseware;ocw;,SI 502 - Networked Computing: Storage; Communication; and Processing,University of Michigan; Ann Arbor,Free, Three hour class - once a week,No, Charles Severance,To appreciate the opportunities and make wise choices about the use of technology; information professionals need to understand the architectures of modern information systems. In alternative system architectures; storage; communication; and processing substitute for and complement each other in different ways., Graduate,?
http://open.umich.edu/education/dent/resources/itunesu/2010,iTunes U Channel | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;dentistry;itunes;media;video,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/si/resources/datadive/winter2013,DataDive | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;community engagement;data analysis;data design;data needs assessment;datadive;event;Huron River Watershed Council;nonprofit;Ozone House,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/med,Medical | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/med/mep/copd/2010,Chronic Obstructive Pulmonary Disease (COPD) | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;Interventional Cardiology;Pulmonary Disease;Medicine;Patient Care;Systems-based Practice,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/soe/resources/teaching-persuasive-writing/2009,Teaching Persuasive Writing | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;education;persuasion;teaching;writing,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/mlibrary,MLibrary | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/si/resources/guest-lectures/2010,Guest Lectures | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/law/household-politics-conflict-early-modern-england/2012,Household Politics: Conflict in Early Modern England | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;early modern England;household politics;open textbooks;politics,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/engin/eecs,Electrical Engineering and Computer Science | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/dent/resources/teaching-make-difference-clinical-learning/2012,Teaching to Make a Difference: Initial Investigation of Early Students  Clinical Learning | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;ART;cariology;dental education;dental restorations;Ghana;globalization;oral health,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/si/si507/fall2009,SI 507 / 703 - Information Policy Analysis and Design | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;copyright;digital governance;freedom of information;government regulations;information policy;intellectual property;privacy;telecommunications policy,education;opencourseware;ocw;,SI 507 / 703 - Information Policy Analysis and Design,University of Michigan; Ann Arbor,Free, 3-hour class; once a week,No, Steven J. Jackson,This course introduces students to the conceptual; institutional; and practical foundations of information policy analysis and design. The course explores the regulatory histories; paradigms; processes; and actors shaping the ongoing development of the information field., Masters; Ph.D.,?
